Date;Insitu;Hauteurs en m;Surface en km2;Hauteur en km;VolHeron;VolStat;;VolHydroweb
2016-06-29;192.78;193,1;457,8;0,19305;0.548275228081026;5.42372451555912;-2.68167978317206; 0.02 
2016-08-22;196.71;197,3;538,8;0,19726;1.43461131042299;11.7807311529091;-5.82493294916543;1.84
2016-12-08;199.99;200,0;612,5;0,20001;-0.517221984650259;-3.77872978350695;1.8683729454761;4.01
2017-03-26;196.10;195,9;479,8;0,19594;-0.480339419247292;-4.267838856965;2.11017064992558;1.55
2017-08-08;197.49;198,1;562,3;0,19805;0.536651907350102;4.0009919678987;-1.97827927450243; 2.7
2017-10-28;199.93;200,1;626,2;0,20008;-0.578854873952725;-4.13437236385471;2.04421975269827;3.97
2018-06-28;193.23;193,0;428,1;0,19304;1.39296937832948;13.1147061974302;-6.4843843766842;0.78
2019-01-31;198.09;198,3;568,4;0,19833;-2.28044725429011;-18.6271919169662;9.21000887250801;2.95
2020-04-06;190.70;191,5;426,4;0,19152;-0.796161690284362;-8.75818586803052;4.33026626430444;2.95
